"","PRIMARY_KEY","ORGANIZATION_NAME","SUB_BUILDING_NAME","BUILDING_NAME","NUMBER","PRIMARY_THORFARE","ALT_THORFARE","SECONDARY_THORFARE","LOCALITY","TOWNLAND","TOWN","COUNTY","POSTCODE","X_CORDINATE","Y_CORDINATE"
"855449",855449,"","","","11","LOWRY PARK","","","","CARRAN","LIMAVADY","LONDONDERRY","BT490NX",268404,421541
"855450",855450,"","","","56","GREYSTONE PARK","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EQ",267541,422444
"855451",855451,"","","","114","SHANREAGH PARK","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SG",268108,422607
"855453",855453,"","","","17","GLENROE WALK","","","","COOLESSAN","LIMAVADY","LONDONDERRY","BT490RU",267742,421816
"855456",855456,"","","","110","ROE MILL ROAD","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BE",267097,422432
"855457",855457,"","","","19","GLENGIVEN AVENUE","","","","COOLESSAN","LIMAVADY","LONDONDERRY","BT490RW",267797,421769
"855458",855458,"","","","13","TYLER PARK","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DS",267818,423463
"855462",855462,"","","","122","DRUMRANE ROAD","","","","LARGY","LIMAVADY","LONDONDERRY","BT499LQ",267266,418586
"855466",855466,"","","","100","MAIN STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490ET",267207,423461
"855467",855467,"","","","109","BALLYQUIN ROAD","","","","TERRYDREMONT NORTH","LIMAVADY","LONDONDERRY","BT499EY",268495,420060
"855468",855468,"","","","1","JANES VALLEY","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490EH",268499,422413
"855469",855469,"","","","5","ROSSMARA","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490UA",269081,422215
"855471",855471,"","","","8","ROSSVIEW DRIVE","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490WD",268955,421961
"855472",855472,"O'BRIENS FURNITURE STORAGE","","","10A","BALLYCLOSE STREET","","","","KILLANE","LIMAVADY","LONDONDERRY","BT490BN",267343,423490
"855475",855475,"","","","1","MASSEY AVENUE","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BN",267032,422809
"855476",855476,"","","","2","PROTESTANT STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BP",267033,422898
"855477",855477,"","","","5","BRANSON PARK","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490TB",268766,422127
"855479",855479,"","","","23","ROSE PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490BF",268705,421666
"855480",855480,"","","","22","GLENVIEW DRIVE","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490RZ",267643,422077
"855481",855481,"","","","14","GLENMILL PARK","","","","COOLESSAN","LIMAVADY","LONDONDERRY","BT490RS",267650,421931
"855482",855482,"","","","55","SHANREAGH PARK","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SF",268052,422630
"855483",855483,"","","","26","ARDGARVAN COTTAGES","","","","ARDGARVAN","LIMAVADY","LONDONDERRY","BT490NF",268612,420200
"855484",855484,"","","","195","MOUNT EDEN","","","","CARRAN","LIMAVADY","LONDONDERRY","BT490TT",268612,421470
"855488",855488,"","","","61","ROSSEDEN DRIVE","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490SZ",268983,422173
"855490",855490,"THE HAPPY HOUSE","","","143A","GREYSTONE ROAD","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490PB",268623,423038
"855492",855492,"","","","6","TAYLOR PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490NT",268054,422188
"855493",855493,"","","","19","ROSE PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490BF",268727,421685
"855494",855494,"","","","4","CASTLE GARDENS","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SD",268427,422861
"855499",855499,"","","","51","ROE MILL GARDENS","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AT",267246,422208
"855500",855500,"FOYLE HEALTH & SOCIAL SERVICES TRUST","","LIMAVADY HEALTH CENTRE",NA,"SCROGGY ROAD","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490NA",267753,422808
"855501",855501,"","","","9","GLENBEG WALK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490RL",267769,421951
"855506",855506,"","","","2","ROSE GARDENS","","","","CARRAN","LIMAVADY","LONDONDERRY","BT490TW",268905,421483
"855510",855510,"","","","67","JANES VALLEY","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490EH",268637,422307
"855517",855517,"","","","8","FIDDLERS WAY","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490TX",268548,422475
"855521",855521,"","","","12","GORTGARN ROAD","","","","GLEBE","LIMAVADY","LONDONDERRY","BT490QW",271090,423886
"855526",855526,"","","","9","MCCURRY WALK","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490GD",268673,422491
"855527",855527,"","","","7","MCCURRY WALK","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490GD",268675,422471
"855765",855765,"","","","12","MULLANS HILL","","","","DRUMSURN UPPER","LIMAVADY","LONDONDERRY","BT490UU",272270,416912
"855767",855767,"","","","5","KILHOYLE ROAD","","","","DRUMSURN LOWER","LIMAVADY","LONDONDERRY","BT490PU",272677,416561
"855768",855768,"","","","300","DRUMSURN ROAD","","","","DRUMSURN LOWER","LIMAVADY","LONDONDERRY","BT490PX",272821,416351
"855777",855777,"","","","70","NEW LINE ROAD","","","","LEEKE","LIMAVADY","LONDONDERRY","BT499NJ",266011,416231
"856217",856217,"","","","102","WHITEHILL PARK","","","","CARRAN","LIMAVADY","LONDONDERRY","BT490QG",268253,421592
"856305",856305,"BALLYKELLY","","","7","CONNELL STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT494SN",267216,423186
"856306",856306,"FEENY","","","7","CONNELL STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT494SF",267216,423186
"857703",857703,"","","","6","ASHVIEW COURT","","","","DROMORE","LIMAVADY","LONDONDERRY","BT499QW",265141,420087
"861677",861677,"","","","35","ROSSEDEN DRIVE","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490SZ",268895,422171
"861689",861689,"MUNCHBOX","","","35D","MARKET STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AB",267087,423167
"861690",861690,"","","","12","KENNAUGHT TERRACE","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AS",267269,422468
"861794",861794,"","","","1","OASIS COTTAGES","","","","BALLYSCULLION","LIMAVADY","LONDONDERRY","BT490LZ",267185,432672
"861795",861795,"","","LIMAVADY REFORMED PRESBYTERIAN CHURCH","5A","GREYSTONE ROAD","","","","COOLESSAN","LIMAVADY","LONDONDERRY","BT490ND",267585,422381
"862081",862081,"","","","460","SEACOAST ROAD","","","","MARGYMONAGHAN","LIMAVADY","LONDONDERRY","BT490LD",266168,434298
"862126",862126,"","FLAT 11","ROE FOLD",NA,"MAIN STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EL",266961,423295
"862183",862183,"","","","106A","BROAD ROAD","","","","BALLYRISK BEG","LIMAVADY","LONDONDERRY","BT490QP",271457,424528
"862296",862296,"","","","59","IRISH GREEN STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AA",267182,422896
"862333",862333,"","","","41","BENEVENAGH DRIVE","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AL",267325,422607
"862334",862334,"","","","27","BALLYCLOSE STREET","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BL",267398,423443
"862771",862771,"","","","4","KNOCKANBAAN","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490UL",268611,422901
"863150",863150,"","","","66","CARROWCLARE ROAD","","","","CARROWMENAGH","LIMAVADY","LONDONDERRY","BT499EB",264268,428205
"863234",863234,"","","","25","MEADOWVALE PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490NU",268105,422022
"863265",863265,"","","","24","CASTLE PARK","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SB",268434,422958
"863720",863720,"","","","29","BENBRADAGH AVENUE","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AP",267343,422488
"863735",863735,"","","","130","MOUNT EDEN","","","","CARRAN","LIMAVADY","LONDONDERRY","BT490TS",268702,421546
"863739",863739,"","","","33","CHURCH STREET","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BX",267614,423305
"863740",863740,"","","","89","SHANREAGH PARK","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SG",268144,422687
"863744",863744,"","","","1","DAIRYVALE","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490DZ",268770,422236
"863751",863751,"","","","12","MEADOWVALE PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490NU",268033,422116
"863874",863874,"","","","14","MARKET STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AA",267094,423116
"863918",863918,"","","","142","SEACOAST ROAD","","","","CRINDLE","LIMAVADY","LONDONDERRY","BT499EG",266196,427237
"863925",863925,"","","","72","ALEXANDER ROAD","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490BP",267423,423335
"863949",863949,"","","","12","SPRINGHILL TERRACE","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BS",266900,422763
"863950",863950,"","","","14A","MAIN STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EU",266944,423245
"863952",863952,"","","","25","ENAGH PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490SA",267839,421984
"863989",863989,"","","","18","DRUMRANE ROAD","","","","MULLAGH","LIMAVADY","LONDONDERRY","BT499LB",266410,421304
"864825",864825,"FIRST 4 BABY","","","8E","BALLYCLOSE STREET","","","","KILLANE","LIMAVADY","LONDONDERRY","BT490BL",267328,423521
"865014",865014,"CARD FACTORY","","","18","MARKET STREET","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AA",267079,423130
"865052",865052,"","","","13","BOVALLY ROAD","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490TA",268770,422184
"865068",865068,"","","","54","DRUMACHOSE PARK","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490NZ",268097,422287
"865074",865074,"","","LIMAVADY INDEPENDENT METHODIST CHURCH",NA,"EDENMORE ROAD","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490NG",268569,422045
"865108",865108,"","","","14","JANES VALLEY","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490EH",268608,422349
"865191",865191,"","","","39","ROSSEDEN PARK","","","","BOVALLY","LIMAVADY","LONDONDERRY","BT490PQ",268890,422117
"865251",865251,"","","","20","SCROGGY PARK","","","","RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DE",267606,423052
"865318",865318,"","","","10","KILLANE ROAD","","","","KILLANE","LIMAVADY","LONDONDERRY","BT490DN",267525,423521
"865346",865346,"","","","305","DRUMSURN ROAD","","","","DRUMSURN LOWER","LIMAVADY","LONDONDERRY","BT490PX",272917,416155
"865465",865465,"","","","116","HIGHLANDS ROAD","","","","CLAGAN","LIMAVADY","LONDONDERRY","BT499LY",264051,420694
"865533",865533,"","","","43","GREYSTONE PARK","","","","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EQ",267494,422384
"865561",865561,"","1","","23","MOYS ROAD","","","","MOYS","LIMAVADY","LONDONDERRY",NA,265168,417537
"865611",865611,"","","","18","MOUNT EDEN","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490RP",268708,421845
"865691",865691,"","","","5","MOUNT EDEN","","","","ENAGH","LIMAVADY","LONDONDERRY","BT490RP",268691,421924
